nose_y,nose_x,left_shoulder_y,left_shoulder_x,right_shoulder_y,right_shoulder_x,left_elbow_y,left_elbow_x,right_elbow_y,right_elbow_x,left_wrist_y,left_wrist_x,right_wrist_y,right_wrist_x,left_hip_y,left_hip_x,right_hip_y,right_hip_x,left_knee_y,left_knee_x,right_knee_y,right_knee_x,left_ankle_y,left_ankle_x,right_ankle_y,right_ankle_x,shot
0.1286729,0.5355455,0.22052753,0.41977832,0.23678069,0.59665143,0.34477317,0.37001404,0.383069,0.61979353,0.39855644,0.41695434,0.5070592,0.63389444,0.48496717,0.45574963,0.4907155,0.55725557,0.6851679,0.4719671,0.68154496,0.594287,0.88229316,0.4923675,0.8774316,0.5678475,neutral
0.1377813,0.53146374,0.23124328,0.41420227,0.24205618,0.58421147,0.36273348,0.35948497,0.38767326,0.6122551,0.4445549,0.39298066,0.5236082,0.6292572,0.49097925,0.45155472,0.49557802,0.5521988,0.69069594,0.46952802,0.68785524,0.5872217,0.88692254,0.484315,0.87944406,0.5440746,neutral
0.127496,0.5260579,0.22928374,0.42204905,0.24282186,0.5816697,0.36270663,0.35956115,0.38958353,0.60918415,0.470543,0.39292997,0.5254418,0.62812054,0.49001,0.44786176,0.49920186,0.5499005,0.6838187,0.4689951,0.6845786,0.57414156,0.8807528,0.48017764,0.8781936,0.5321024,neutral
0.13414636,0.54690295,0.23208204,0.42301163,0.2463892,0.59621394,0.36393186,0.3690316,0.390481,0.6207303,0.4549435,0.40403318,0.5254549,0.63470316,0.4938348,0.4542157,0.5012437,0.55612874,0.6898097,0.48347828,0.6963806,0.5786153,0.8935362,0.4925847,0.88858646,0.53818226,neutral
0.1373432,0.5322049,0.23292288,0.42203796,0.24767904,0.58360136,0.36711633,0.36010215,0.3922931,0.6118684,0.4728548,0.38700908,0.5270757,0.6267555,0.4941412,0.44731122,0.50438523,0.54558516,0.6854941,0.47323656,0.6961667,0.5700549,0.8743229,0.47481653,0.87672156,0.5188421,neutral
0.1343281,0.52424586,0.2251343,0.41538584,0.25071,0.5954491,0.3629329,0.36105332,0.4033522,0.6180954,0.4685583,0.3789419,0.5415266,0.6354999,0.49852285,0.44422206,0.509647,0.54643583,0.6982894,0.4614702,0.715094,0.5647116,0.89702463,0.4654354,0.8986107,0.51738375,neutral
0.124706626,0.52957904,0.22233325,0.41200346,0.24515472,0.60131544,0.3627245,0.3648294,0.39977738,0.62171185,0.46935576,0.3893808,0.5253098,0.6346455,0.48988053,0.44591153,0.49866304,0.5506485,0.68670917,0.46209547,0.70577693,0.5696991,0.87778366,0.47992158,0.88948905,0.51634955,neutral
0.14573681,0.52755606,0.23283623,0.41141975,0.25557834,0.59677565,0.35961026,0.3690446,0.40130252,0.6201527,0.46551156,0.3784369,0.5277594,0.62877905,0.49347162,0.4423358,0.50705135,0.5449079,0.68891686,0.4617289,0.71209764,0.5519005,0.87581205,0.46916923,0.8979363,0.5093416,neutral
0.13229187,0.5208094,0.22245084,0.41144854,0.24778065,0.59633577,0.3569603,0.3644726,0.38985562,0.6192864,0.45647126,0.37848517,0.51957697,0.6299529,0.48514816,0.4330759,0.4954538,0.5394478,0.6838643,0.45688504,0.7077955,0.51681256,0.87406003,0.49303386,0.88706535,0.498285,neutral
0.14241463,0.5274889,0.23042911,0.41048145,0.25698075,0.5933479,0.3667322,0.36172315,0.4010141,0.6215371,0.47275993,0.38780046,0.522254,0.6331694,0.4917813,0.4332047,0.5050772,0.53961074,0.6887336,0.4692579,0.71011555,0.5090473,0.85171765,0.49516484,0.88461226,0.4895299,neutral
0.12660308,0.5266669,0.22109824,0.40933645,0.24568745,0.5984731,0.35783228,0.36345136,0.38090998,0.63343,0.46350968,0.39218938,0.5171406,0.63894653,0.49061322,0.43545675,0.49929893,0.54106,0.69118035,0.47155595,0.71109235,0.51401687,0.8702294,0.49886137,0.9142129,0.48761714,neutral
0.14117661,0.5114978,0.22468649,0.40383238,0.2540762,0.59259164,0.3636719,0.36287448,0.38733274,0.62368345,0.43564534,0.40890455,0.50553894,0.6286519,0.48729226,0.43352187,0.49374652,0.52821374,0.67477435,0.47282332,0.69329566,0.49482596,0.85405487,0.497791,0.8815712,0.48416528,neutral
0.1375337,0.530145,0.22526781,0.4132335,0.25248596,0.57971334,0.3572429,0.36796677,0.3870402,0.6240449,0.42487538,0.4133591,0.5134487,0.6328621,0.47572446,0.42867944,0.4848997,0.5233399,0.6711208,0.46212217,0.68299556,0.4994801,0.8460869,0.4985994,0.8731818,0.48594612,neutral
0.1270203,0.5349662,0.21683787,0.40302345,0.24690585,0.5775631,0.3419618,0.3581546,0.38425094,0.6165499,0.4194169,0.38231695,0.50639546,0.6279546,0.47195393,0.413542,0.48136067,0.51316047,0.6659575,0.45594043,0.67982787,0.4970965,0.85644937,0.47453484,0.88876724,0.4895861,neutral
0.1406618,0.54541326,0.22164884,0.41522428,0.2517287,0.58150184,0.34303272,0.36757457,0.38403413,0.61805105,0.42599362,0.40473732,0.5170951,0.63744664,0.47744787,0.42304325,0.4857684,0.51975036,0.6715633,0.4539485,0.6821381,0.5071433,0.8650829,0.48530865,0.8909538,0.49341118,neutral
0.12842894,0.539443,0.21267235,0.4000245,0.24620873,0.5745238,0.34052476,0.35501534,0.38473618,0.6108812,0.4328743,0.3832459,0.50906223,0.62238306,0.46918482,0.41543192,0.4798827,0.5126432,0.6683948,0.45203567,0.68527925,0.5018849,0.8717638,0.45746148,0.8891975,0.49237105,neutral
